sl_rowIdx	labels	start	end	db_uuid	session	bundle	start_item_id	end_item_id	level	attribute	start_item_seq_idx	end_item_seq_idx	type	sample_start	sample_end	sample_rate	times_orig	times_rel	times_norm	F1	F2	F3	F4	RMS	word_label	check_bundle	word_start	word_end	position_in_word
 24	i	218344.977	218424.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2355	2355	phone	phone	1378	1378	SEGMENT	 9629014	 9632541	44100	218384.977	 40.00000	0.5	 300.5	2266.0	3038.0	3798.5	66.37046	faɗi	mark01vox_ker	218144.977	218424.977	0.85714286
 25	i	221972.982	222042.982	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2379	2379	phone	phone	1402	1402	SEGMENT	 9789009	 9792095	44100	222007.982	 35.00000	0.5	 304.5	2158.5	2940.0	3683.0	73.44910	vil	mark01vox_ker	221882.982	222142.982	0.48076923
 26	i	223982.982	224052.982	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2397	2397	phone	phone	1420	1420	SEGMENT	 9877650	 9880736	44100	224017.982	 35.00000	0.5	 382.5	2186.0	2832.5	3753.0	75.96760	hi	mark01vox_ker	223952.982	224052.982	0.65000000
 27	i	228892.982	228962.982	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2452	2452	phone	phone	1475	1475	SEGMENT	10094181	10097267	44100	228927.982	 35.00000	0.5	 294.0	2094.5	2518.0	3569.5	71.50054	ziwifiŋa	mark01vox_ker	228792.982	229252.982	0.29347826
 28	i	228992.982	229022.982	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2454	2454	phone	phone	1477	1477	SEGMENT	10098591	10099913	44100	229007.982	 15.00000	0.5	 283.5	2027.0	2460.5	3548.0	71.03719	ziwifiŋa	mark01vox_ker	228792.982	229252.982	0.46739130
 29	i	229052.982	229082.982	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2456	2456	phone	phone	1479	1479	SEGMENT	10101237	10102559	44100	229067.982	 15.00000	0.5	 299.0	1970.5	2311.5	3539.0	70.16517	ziwifiŋa	mark01vox_ker	228792.982	229252.982	0.59782609
 30	i	252404.977	252434.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2679	2679	phone	phone	1702	1702	SEGMENT	11131060	11132382	44100	252419.977	 15.00000	0.5	 268.0	1488.0	2490.0	3348.0	69.69855	faɗi	mark01vox_ker	252254.977	252434.977	0.91666667
 31	i	273764.977	273904.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2721	2721	phone	phone	1744	1744	SEGMENT	12073036	12079209	44100	273834.977	 70.00000	0.5	 320.5	   0.0	2332.5	3185.5	74.06622	səɓaki	mark01vox_ker	273434.977	273904.977	0.85106383
 32	i	275434.977	275474.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2732	2732	phone	phone	1755	1755	SEGMENT	12146683	12148446	44100	275454.977	 20.00000	0.5	 286.0	2243.5	3121.0	3855.0	75.68303	piŋa	mark01vox_ker	275294.977	275674.977	0.42105263
 33	i	277894.977	277924.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2762	2762	phone	phone	1785	1785	SEGMENT	12255169	12256491	44100	277909.977	 15.00000	0.5	 648.5	1768.0	3015.0	3913.5	37.38421	səɓaki	mark01vox_ker	277584.977	277924.977	0.95588235
 34	i	296454.977	296554.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2803	2803	phone	phone	1826	1826	SEGMENT	13073665	13078074	44100	296504.977	 50.00000	0.5	 320.0	2303.0	3280.0	3858.5	76.23623	galileŋa	mark01vox_ker	296284.977	296814.977	0.41509434
 35	i	297614.977	297714.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2821	2821	phone	phone	1844	1844	SEGMENT	13124821	13129230	44100	297664.977	 50.00000	0.5	 334.0	2263.5	3063.5	3773.0	70.38782	faɗi	mark01vox_ker	297414.977	297714.977	0.83333333
 36	i	305002.982	305232.982	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2890	2890	phone	phone	1913	1913	SEGMENT	13450632	13460774	44100	305117.982	115.00000	0.5	 318.0	2269.0	3074.0	3893.0	76.14857	zaki	mark01vox_ker	304722.982	305232.982	0.77450980
 37	i	306722.982	306752.982	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2905	2905	phone	phone	1928	1928	SEGMENT	13526484	13527806	44100	306737.982	 15.00000	0.5	 306.5	2129.0	2855.5	3669.0	72.94458	simoŋ	mark01vox_ker	306612.982	307042.982	0.29069767
 38	i	309754.977	309784.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	2925	2925	phone	phone	1948	1948	SEGMENT	13660195	13661517	44100	309769.977	 15.00000	0.5	 322.5	2040.5	2768.5	3613.5	73.24967	simoŋ	mark01vox_ker	309614.977	309954.977	0.45588235
 39	i	317474.977	317604.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	3014	3014	phone	phone	2037	2037	SEGMENT	14000647	14006379	44100	317539.977	 65.00000	0.5	 319.0	2226.0	2940.0	3736.5	68.84760	faɗi	mark01vox_ker	317294.977	317604.977	0.79032258
 40	i	323794.977	323854.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	3060	3060	phone	phone	2083	2083	SEGMENT	14279359	14282004	44100	323824.977	 30.00000	0.5	 327.0	2165.5	2917.0	3665.5	76.57455	cin	mark01vox_ker	323664.977	323954.977	0.55172414
 41	i	330354.977	330434.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	3112	3112	phone	phone	2135	2135	SEGMENT	14568655	14572182	44100	330394.977	 40.00000	0.5	 322.0	2281.0	2985.0	3781.0	72.01256	di	mark01vox_ker	330294.977	330434.977	0.71428571
 42	i	330614.977	330724.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	3116	3116	phone	phone	2139	2139	SEGMENT	14580121	14584971	44100	330669.977	 55.00000	0.5	 310.0	2302.5	3112.5	3861.5	64.35444	faɗi	mark01vox_ker	330434.977	330724.977	0.81034483
 43	i	343444.977	343484.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	3240	3240	phone	phone	2263	2263	SEGMENT	15145924	15147687	44100	343464.977	 20.00000	0.5	 323.0	2177.5	2681.0	3586.0	74.98825	vila	mark01vox_ker	343364.977	343764.977	0.25000000
 44	i	346514.977	346554.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	3271	3271	phone	phone	2294	2294	SEGMENT	15281311	15283074	44100	346534.977	 20.00000	0.5	 307.5	2135.5	2774.0	3693.5	76.75866	kuliŋa	mark01vox_ker	346344.977	346724.977	0.50000000
 45	i	350644.977	350684.977	22242746-4dd6-11ea-9772-73579cec3763	0000	mark01vox_ker	3302	3302	phone	phone	2325	2325	SEGMENT	15463444	15465207	44100	350664.977	 20.00000	0.5	 321.0	1659.0	2574.5	1695.0	52.17009	kasi	mark01vox_ker	350434.977	350684.977	0.92000000
